sk_id,com_cat_1,com_cat_2,com_cat_3,base_type,act,arpu_group,com_cat_7,com_cat_8,device_type_id,internet_type_id,revenue,itc,vas,rent_channel,roam,cost,com_cat_17,com_cat_18,com_cat_19,com_cat_20,com_cat_21,com_cat_22,com_cat_23,com_cat_25,com_cat_26,com_cat_27,com_cat_28,com_cat_29,com_cat_30,com_cat_31,com_cat_32,com_cat_33,com_cat_34
520,96,156,60,24,12,50.0,36,9840.0,60.0,24.0,1.3393400000000002,0.015593999999999998,1.0126110000000001,0.6598170000000001,0.0,0.052253999999999995,0.0,0.0,0.3145440000000001,8.395043999999999,0.23157600000000003,8.395043999999999,1.341907,12,12,0.06476199999999999,0.015593999999999998,0.0,0.0,0.12426100000000001,0.330948,1.246752,119.0
521,72,852,60,24,12,79.0,48,16548.0,60.0,36.0,1.449816,0.171293,1.0429429999999997,0.6608539999999999,0.0,0.07018,0.0,0.0,0.3145440000000001,8.420117,0.23157600000000003,8.420117,1.450863,12,12,0.05855,0.171293,0.0,0.0,0.47945899999999997,0.330948,1.2469640000000002,120.0
522,60,720,60,24,12,97.0,48,4712.0,38.0,35.0,1.5216210000000001,0.263152,1.05992,0.6600079999999999,0.0,0.080578,0.0,0.0,0.3145440000000001,8.437383,0.23157600000000003,8.437383,1.4796649999999998,12,12,0.164196,0.262418,0.0,0.0,0.202124,0.330948,1.246752,78.0
523,60,372,60,24,12,104.0,12,9888.0,60.0,24.0,1.5485849999999997,0.231922,1.0247140000000001,0.8253980000000001,0.0,0.08813900000000002,0.0,0.0,0.3145440000000001,8.441038,0.23157600000000003,8.441038,1.4825260000000002,12,12,0.34769900000000004,0.231817,0.21649999999999994,0.342372,1.077289,0.333367,1.280637,58.0
524,72,420,29,24,12,13.0,36,4780.0,36.0,36.0,1.297754,0.00033299999999999996,1.010034,0.6600749999999999,0.0,0.050551000000000006,0.0,0.0,0.3145440000000001,8.3817,0.23157600000000003,8.3817,1.314998,12,12,7.6e-05,0.00033299999999999996,0.0,0.0,0.125886,0.330948,1.246752,72.0
525,12,360,60,24,12,140.0,19,16356.0,60.0,24.0,1.805692,0.790445,1.091858,0.7074819999999999,1e-06,0.14010799999999998,0.0,0.0,0.3145440000000001,8.491446000000002,0.23157600000000003,8.491446000000002,1.7951729999999997,12,12,0.080359,0.726468,0.17499300000000004,0.001118,0.460244,0.7109480000000001,1.3547309999999997,78.0
526,96,228,60,24,12,140.0,12,1320.0,60.0,24.0,1.7598699999999998,0.386818,1.056561,0.7156,0.0,0.097336,0.0,0.0,0.3145440000000001,8.508413,0.23157600000000003,8.508413,1.667151,12,12,0.46594399999999997,0.386818,0.011162,0.020134,0.675178,0.330948,1.246752,108.0
527,84,588,26,24,12,65.0,12,10680.0,60.0,12.0,1.3948250000000002,0.021585999999999998,1.018208,0.6976069999999999,0.0,0.056213,0.0,0.0,0.3145440000000001,8.411545,0.23157600000000003,8.411545,1.4094219999999997,12,12,0.012785000000000001,0.021408,0.035104,0.0,0.113069,0.330948,1.246752,108.0
528,60,492,46,24,12,144.0,21,6768.0,60.0,24.0,2.010374,1.228301,1.020769,0.723719,5e-05,0.18135600000000002,0.0,0.0,0.3145440000000001,8.531681,0.23157600000000003,8.531681,1.6953880000000003,12,12,1.427508,1.2093209999999999,0.16635799999999998,0.32759000000000005,1.720201,0.33143,1.251729,24.0
529,60,492,46,24,12,16.0,36,15036.0,36.0,36.0,1.299862,0.0028069999999999996,1.011668,0.6596590000000001,0.0,0.050878,0.0,0.0,0.3145440000000001,8.382192,0.23157600000000003,8.382192,1.316331,12,12,0.003394,0.0025490000000000005,0.0,0.0,0.04345099999999999,0.330948,1.246752,40.0
531,24,96,40,24,12,81.0,12,1416.0,60.0,24.0,1.455674,0.169275,1.023328,0.6673460000000001,0.0,0.06919900000000001,0.0,0.0,0.3145440000000001,8.422943,0.23157600000000003,8.422943,1.4472489999999998,12,12,0.024213999999999996,0.028118999999999998,0.033810999999999994,0.06105100000000001,0.254488,0.33698400000000006,1.250588,24.0
532,84,924,60,24,12,127.0,12,13494.0,60.0,15.0,1.661754,0.603135,1.054937,0.6813060000000001,5e-05,0.116598,0.0,0.0,0.3145440000000001,8.458903,0.23157600000000003,8.458903,1.5761509999999999,12,12,0.452182,0.5883210000000001,0.054005,0.027098,2.8996990000000005,0.330965,1.246752,19.0
534,24,384,60,24,12,104.0,28,16087.0,46.0,26.0,1.6145010000000002,0.15712700000000002,1.031094,0.660924,0.0,0.06796300000000001,0.0,0.0,0.3145440000000001,8.479902000000001,0.23157600000000003,8.479902000000001,1.5896029999999999,12,12,0.179878,0.15626500000000002,0.0008290000000000001,0.0,0.8760959999999999,0.330948,1.260326,12.0
535,96,156,24,24,12,128.0,12,10485.0,60.0,24.0,1.6583899999999998,0.17508000000000004,1.02922,0.9318860000000001,0.0,0.091048,0.0,0.0,0.3145440000000001,8.477504,0.23157600000000003,8.477504,1.641045,12,12,0.13166699999999998,0.16865800000000003,1.625185,0.0,0.306415,0.330948,1.246752,40.0
536,60,48,60,24,12,123.0,17,13632.0,60.0,24.0,1.690168,0.712584,1.0191379999999999,0.724798,0.0,0.128774,0.0,0.0,0.3145440000000001,8.45949,0.23157600000000003,8.45949,1.5818020000000002,12,12,0.539852,0.712584,0.037922,0.111927,1.013612,0.330948,1.246752,23.0
537,84,756,24,24,12,89.0,19,14004.0,60.0,12.0,1.486331,0.524943,1.042381,0.6782869999999999,0.0,0.10752600000000001,0.0,0.0,0.3145440000000001,8.404071,0.23157600000000003,8.404071,1.4870909999999997,12,12,0.074352,0.524943,0.06134799999999999,0.00036,0.41507,0.330948,1.246752,45.0
538,48,900,105,21,12,86.0,12,10032.0,60.0,12.0,1.4778550000000001,0.031589,1.044611,0.670733,0.0,0.056841,0.0,0.0,0.3145440000000001,8.440332999999999,0.23157600000000003,8.440332999999999,1.485451,12,12,0.043946,0.030641,0.14183099999999998,0.0,0.540089,0.330948,1.246752,24.0
539,12,360,60,24,12,30.0,48,5820.0,60.0,24.0,1.327093,0.000815,1.040064,0.65962,0.0,0.052536,0.0,0.0,0.3145440000000001,8.390508,0.23157600000000003,8.390508,1.3428680000000002,12,12,0.006843999999999999,0.000815,0.0,0.0,0.011829000000000001,0.330948,1.246752,120.0
542,48,516,60,24,12,138.0,18,6030.0,60.0,12.0,1.7576049999999996,0.49957500000000005,1.0383390000000001,0.6612800000000001,0.0,0.103336,0.0,0.0,0.3145440000000001,8.502970000000001,0.23157600000000003,8.502970000000001,1.611247,12,12,0.693843,0.49950000000000006,0.006013999999999999,0.000547,1.335359,0.330948,1.24678,12.0
543,36,636,60,24,12,103.0,24,15828.0,60.0,24.0,1.5646769999999999,0.12723,1.1200940000000001,0.699498,0.0,0.073805,0.0,0.0,0.3145440000000001,8.457811,0.23157600000000003,8.457811,1.5576719999999997,12,12,0.09566000000000001,0.12513000000000002,0.08142899999999999,0.16996799999999998,0.18732,0.330948,1.246752,31.0
544,96,144,60,24,12,72.0,67,11112.0,36.0,36.0,1.4157069999999998,0.071998,1.026032,0.660169,0.0,0.05890499999999999,0.0,0.0,0.3145440000000001,8.416821,0.23157600000000003,8.416821,1.414126,12,12,0.08154600000000001,0.071998,0.0,0.0,0.316963,0.330948,1.246752,36.0
545,2,60,26,2,2,17.0,4,1156.0,12.0,2.0,0.256567,0.047153,0.168334,0.110179,0.0,0.013234,0.08523800000000001,0.0,0.052424,1.407427,0.046376,1.404326,0.254096,2,1,0.023302999999999997,0.047153,0.000553,0.0,0.050738,0.055158,0.207792,0.0
546,24,444,105,21,12,58.0,12,876.0,60.0,24.0,1.4140580000000003,0.001133,1.0598530000000002,0.6605310000000001,0.0,0.053936,0.1585,1.257402,0.3145440000000001,8.420088000000002,0.24914000000000003,8.412638000000001,1.4302470000000003,12,12,0.006042999999999999,0.001133,0.008346,0.0,0.069468,0.330948,1.246752,102.0
547,36,72,60,24,12,116.0,32,19260.0,60.0,12.0,1.6049790000000002,0.44817599999999996,1.0199799999999999,0.6628299999999999,0.0,0.097021,0.0,0.0,0.3145440000000001,8.454042000000001,0.23157600000000003,8.454042000000001,1.49933,12,12,0.532241,0.44762199999999996,0.016403000000000004,0.0,0.537318,0.330948,1.246752,108.0
548,36,636,60,24,12,39.0,36,12163.0,38.0,34.0,1.31611,0.002402,1.037063,0.6595890000000001,0.0,0.052495,0.0,0.0,0.3145440000000001,8.386664999999999,0.23157600000000003,8.386664999999999,1.3321479999999999,12,12,0.00557,0.002402,0.0,0.0,0.007518,0.330948,1.246752,90.0
549,24,282,30,12,6,38.0,6,7848.0,30.0,6.0,0.72106,0.01782,0.5050020000000001,0.330323,0.0,0.027094999999999998,0.0,0.0,0.15727200000000002,4.214894,0.11578799999999999,4.214894,0.725196,6,6,0.011341999999999998,0.017457,0.0008810000000000001,0.0,0.6574500000000001,0.16547399999999998,0.623376,6.0
550,84,984,60,24,12,114.0,12,8326.0,60.0,19.0,1.6011449999999998,0.21915599999999996,1.108882,0.665178,0.0,0.07972100000000001,0.0,0.0,0.3145440000000001,8.46609,0.23157600000000003,8.46609,1.5840450000000001,12,12,0.153599,0.21915599999999996,0.00019300000000000003,0.001312,0.3356,0.331415,1.272754,104.0
551,24,864,60,24,12,135.0,36,8052.0,60.0,12.0,1.7469209999999997,0.502146,1.141481,0.66428,0.0,0.110601,0.0,0.0,0.3145440000000001,8.493577,0.23157600000000003,8.493577,1.662938,12,12,0.444066,0.501464,1.9e-05,0.0,1.1067559999999999,0.330948,1.246752,12.0
552,84,984,60,24,9,41.0,15,12125.0,46.0,29.0,1.3802150000000002,0.047519,1.032168,0.6759539999999999,0.0,0.058058000000000005,0.0,0.0,0.3145440000000001,8.404961,0.23157600000000003,8.404961,1.3890240000000003,12,12,0.036063,0.04632900000000001,0.019693999999999996,0.0015350000000000001,0.066751,0.330948,1.258341,109.0
553,12,360,60,24,12,34.0,12,6660.0,60.0,24.0,1.3149160000000002,0.0,1.0100040000000001,0.6598039999999998,0.0,0.050495,0.0,0.0,0.3145440000000001,8.387798,0.23157600000000003,8.387798,1.3129080000000002,12,12,0.084954,0.0,0.0,0.0,0.065639,0.330948,1.246752,110.0
554,96,480,60,24,12,115.0,48,6497.0,60.0,17.0,1.6812269999999998,0.07378,1.014091,0.665716,0.0,0.058741,0.0,0.0,0.3145440000000001,8.510575000000001,0.23157600000000003,8.510575000000001,1.681903,12,12,0.068398,0.07378,0.017964,0.042837,0.3702909999999999,0.330948,1.246752,80.0
555,72,408,60,24,12,88.0,12,19092.0,60.0,24.0,1.485652,0.0063820000000000005,1.020457,0.6696209999999999,0.0,0.052606,0.0,0.0,0.3145440000000001,8.446366000000001,0.23157600000000003,8.446366000000001,1.489731,12,12,0.053596000000000005,0.0063820000000000005,0.079004,0.0,0.038118,0.330948,1.246752,24.0
556,48,564,60,24,12,80.0,17,14679.0,52.0,28.0,1.565003,0.10206200000000001,1.053056,0.661385,0.0,0.063838,0.0,0.0,0.3145440000000001,8.465647,0.23157600000000003,8.465647,1.487875,12,12,0.413736,0.101099,0.010209000000000001,0.0,2.031308,0.330953,1.307882,71.0
557,72,300,60,24,12,71.0,32,16452.0,60.0,24.0,1.414376,0.028984999999999997,1.015919,0.6641580000000001,0.0,0.054176999999999996,0.0,0.0,0.3145440000000001,8.420015,0.23157600000000003,8.420015,1.40651,12,12,0.08825,0.028984999999999997,0.003674,0.034998,0.07588500000000002,0.330948,1.246752,108.0
558,84,888,138,18,9,33.0,72,5640.0,60.0,12.0,1.3355700000000001,0.000236,1.011284,0.666533,0.0,0.05113000000000001,0.19305999999999998,0.0,0.3145440000000001,8.394582,0.244848,8.387557000000001,1.3528590000000003,12,11,0.000319,0.000236,0.075295,0.0,0.002044,0.330948,1.246752,56.0
559,36,240,48,24,12,72.0,12,19500.0,60.0,24.0,1.434181,0.008078,1.01013,0.661695,0.0,0.05147500000000001,0.0,0.0,0.3145440000000001,8.429091,0.23157600000000003,8.429091,1.4511290000000001,12,12,0.002856,0.008078,0.004076,0.04706400000000001,0.279669,0.330948,1.246752,87.0
560,72,672,60,24,12,115.0,24,2829.0,60.0,21.0,1.592783,0.199825,1.029839,0.6698620000000001,0.0,0.07293399999999998,0.0,0.0,0.3145440000000001,8.468394,0.23157600000000003,8.468394,1.465296,12,12,0.6364139999999998,0.199825,0.108422,0.0,0.530116,0.330948,1.246752,24.0
561,36,780,60,24,9,12.0,48,7680.0,60.0,12.0,1.296404,0.0,1.0100040000000001,0.659594,0.0,0.050475000000000006,0.0,0.0,0.3145440000000001,8.381283000000002,0.23157600000000003,8.381283000000002,1.3129080000000002,12,12,0.003307,0.0,0.0,0.0,0.003228,0.330948,1.246752,120.0
562,36,780,28,24,9,57.0,12,11116.0,60.0,16.0,1.4460970000000002,0.186925,1.0954609999999998,0.675977,0.0,0.07640799999999999,0.0,0.0,0.3145440000000001,8.413982,0.23157600000000003,8.413982,1.4437980000000001,12,12,0.082807,0.185189,0.034379,0.157379,0.553056,0.330948,1.246752,61.0
563,36,72,105,21,12,87.0,12,3393.0,58.0,25.0,1.476668,0.183674,1.043464,0.672868,0.0,0.072421,0.0,0.0,0.3145440000000001,8.427851000000002,0.23157600000000003,8.427851000000002,1.4558300000000002,12,12,0.10875400000000002,0.181456,0.000172,0.000216,0.006705,0.62186,1.543902,96.0
564,96,912,58,24,12,103.0,19,16005.0,60.0,23.0,1.566673,0.10163699999999999,1.029372,0.8451909999999999,0.0,0.076741,0.0,0.0,0.3145440000000001,8.456243,0.23157600000000003,8.456243,1.578765,12,12,0.025026999999999997,0.09717299999999998,0.090025,0.800661,0.706913,0.330948,1.246752,24.0
565,48,456,60,24,12,121.0,35,8964.0,60.0,12.0,1.6725750000000001,0.23099599999999998,1.010226,0.6599800000000001,0.0,0.07404000000000001,0.0,0.0,0.3145440000000001,8.495673,0.23157600000000003,8.495673,1.5777490000000003,12,12,0.40941399999999994,0.230839,0.0,0.0,0.6372260000000001,0.330948,1.246752,120.0
566,48,960,60,24,12,48.0,36,1448.0,60.0,22.0,1.3393939999999998,0.002209,1.010035,0.6597270000000001,0.0,0.050714999999999996,0.0,0.0,0.3145440000000001,8.396256,0.23157600000000003,8.396256,1.3167630000000001,12,12,0.17500000000000002,0.002209,0.0005290000000000001,0.0,0.141476,0.330948,1.246752,114.0
567,12,360,55,24,12,144.0,12,1320.0,60.0,24.0,2.1853230000000003,1.7653270000000003,1.186255,0.7757009999999999,0.0,0.250943,0.0,0.0,0.3145440000000001,8.539475999999999,0.23157600000000003,8.539475999999999,1.987265,12,12,0.8749259999999999,1.5878230000000002,0.473628,0.203795,2.421472,0.34572800000000004,1.284514,24.0
568,36,336,60,24,12,93.0,12,15780.0,60.0,12.0,1.535822,0.27699700000000005,1.0100040000000001,0.663278,0.0,0.07897099999999999,0.0,0.0,0.3145440000000001,8.443636,0.23157600000000003,8.443636,1.4612279999999997,12,12,0.370238,0.276428,0.011824000000000001,0.0,0.864189,0.330948,1.246752,68.0
570,60,48,60,24,12,95.0,14,9937.0,58.0,25.0,1.5114859999999999,0.207928,1.039072,0.6616060000000001,0.0,0.073715,0.0,0.0,0.3145440000000001,8.439123,0.23157600000000003,8.439123,1.4839559999999998,12,12,0.192872,0.20524900000000001,0.000156,0.0,0.31713,0.330948,1.248793,120.0
571,60,120,60,24,12,29.0,48,15708.0,60.0,12.0,1.3102329999999998,0.0018859999999999999,1.0100040000000001,0.659601,0.0,0.05067,0.0,0.0,0.3145440000000001,8.386008,0.23157600000000003,8.386008,1.326063,12,12,0.0064199999999999995,0.0018859999999999999,0.0,0.0,0.026978000000000002,0.330948,1.246752,120.0
573,48,516,60,24,12,68.0,12,1788.0,60.0,24.0,1.4040700000000002,0.011514999999999997,1.020234,0.663108,0.0,0.05260000000000001,0.0,0.0,0.3145440000000001,8.417603999999999,0.23157600000000003,8.417603999999999,1.40729,12,12,0.056736,0.010003999999999999,0.0034950000000000003,0.050433,0.29642599999999997,0.330948,1.246752,73.0
574,24,324,60,24,12,94.0,32,10015.0,40.0,35.0,1.5157500000000002,0.180878,1.01015,0.660471,0.0,0.068972,0.0,0.0,0.3145440000000001,8.444303,0.23157600000000003,8.444303,1.5092340000000002,12,12,0.105639,0.180878,0.0,0.0,0.538642,0.330948,1.246752,36.0
575,24,84,72,24,12,117.0,12,1320.0,60.0,24.0,1.6006150000000001,0.7074920000000001,1.013962,0.6822079999999999,0.0,0.124555,0.0,0.0,0.3145440000000001,8.43118,0.23157600000000003,8.43118,1.524626,12,12,0.17876099999999995,0.40637999999999996,0.013116000000000001,0.14268700000000004,0.549718,0.345217,1.2574679999999998,24.0
576,36,552,26,24,12,97.0,24,19512.0,60.0,24.0,1.524318,0.03930099999999999,1.043455,0.6688099999999999,0.0,0.057401,0.0,0.0,0.3145440000000001,8.456285,0.23157600000000003,8.456285,1.5259909999999999,12,12,0.069853,0.03930099999999999,0.139038,6.8e-05,0.934904,0.330948,1.246752,36.0
577,36,816,60,24,12,107.0,23,11001.0,60.0,17.0,1.5694669999999997,0.366668,1.0100040000000001,0.6670579999999999,0.0,0.0884,0.0,0.0,0.3145440000000001,8.448198,0.23157600000000003,8.448198,1.502243,12,12,0.371006,0.36404099999999995,0.021999,0.027191,0.9115250000000001,0.331193,1.2474,87.0
578,48,840,60,24,12,103.0,15,15324.0,60.0,24.0,1.5514189999999999,0.27304100000000003,1.0100040000000001,0.65958,0.0,0.078276,0.0,0.0,0.3145440000000001,8.449674,0.23157600000000003,8.449674,1.5270900000000003,12,12,0.074178,0.27289800000000003,0.05715399999999998,0.093404,0.469648,0.330948,1.246752,48.0
579,72,408,60,24,12,128.0,12,1416.0,60.0,24.0,1.684704,0.385481,1.041612,0.673722,0.000296,0.093208,0.0,0.0,0.3145440000000001,8.485108,0.23157600000000003,8.485108,1.5447369999999998,12,12,0.477249,0.32790500000000006,0.019836,0.068312,1.494359,0.330963,1.246752,22.0
580,24,96,60,24,12,57.0,45,12796.0,60.0,24.0,1.3722100000000004,0.021204,1.015339,0.659812,1e-06,0.053005,0.0,0.0,0.3145440000000001,8.406054000000001,0.23157600000000003,8.406054000000001,1.3827680000000002,12,12,0.028822000000000004,0.020745,5.7e-05,2e-06,0.191974,0.330948,1.246769,120.0
581,12,360,30,24,12,101.0,36,16074.0,60.0,24.0,1.7418509999999998,0.170448,1.09058,0.6616590000000001,0.0,0.073282,0.0,0.0,0.3145440000000001,8.520691,0.23157600000000003,8.520691,1.6328810000000002,12,12,0.5285989999999999,0.168995,0.000866,0.0,0.573886,0.330948,1.246752,55.0
582,48,840,60,24,12,127.0,12,8664.0,60.0,18.0,1.6619810000000002,0.46940499999999996,1.0100040000000001,0.65958,0.0,0.09827000000000001,0.0,0.0,0.3145440000000001,8.473176,0.23157600000000003,8.473176,1.555633,12,12,0.5224,0.468085,0.042929999999999996,0.087353,0.8496010000000002,0.330948,1.246752,24.0
583,60,48,59,24,12,106.0,29,8076.0,60.0,30.0,1.567024,0.004466,1.0746330000000002,0.7814940000000001,0.0,0.064791,0.0,0.0,0.3145440000000001,8.465620000000001,0.23157600000000003,8.465620000000001,1.5823099999999999,12,12,0.011057,0.004466,0.27112200000000003,0.000434,1.1509980000000002,0.330948,1.246752,17.0
584,48,708,60,24,12,72.0,36,11952.0,60.0,12.0,1.417235,0.108438,1.0103440000000001,0.6601980000000001,0.0,0.061589,0.0,0.0,0.3145440000000001,8.415282,0.23157600000000003,8.415282,1.3979160000000002,12,12,0.151068,0.108438,1e-06,0.0,0.47316,0.330948,1.246752,120.0
585,84,924,60,24,12,83.0,12,11289.0,60.0,24.0,1.457646,0.20060799999999998,1.019711,0.6686570000000001,0.0,0.07225499999999999,0.0,0.0,0.3145440000000001,8.421271,0.23157600000000003,8.421271,1.44899,12,12,0.113039,0.184884,0.005086,0.049928,0.27777099999999993,0.330948,1.246752,73.0
586,28,196,47,4,4,10.0,12,2758.0,18.0,9.0,0.439875,2e-06,0.336668,0.220094,0.0,0.016843999999999998,0.0,0.0,0.104848,2.796474,0.077192,2.796474,0.442968,4,3,0.011722,2e-06,3e-06,0.000166,0.008806999999999999,0.110316,0.415584,7.0
587,36,240,60,24,12,96.0,24,11940.0,60.0,36.0,1.514006,0.24820600000000004,1.0588579999999999,0.659768,0.0,0.078969,0.0,0.0,0.3145440000000001,8.435947,0.23157600000000003,8.435947,1.5222260000000003,12,12,0.035643,0.24820600000000004,1e-06,0.0,0.39860100000000004,0.330948,1.246752,120.0
589,96,144,60,24,12,27.0,37,15108.0,36.0,36.0,1.308093,0.002167,1.010062,0.6597290000000001,0.0,0.050712,0.0,0.0,0.3145440000000001,8.38522,0.23157600000000003,8.38522,1.31996,12,12,0.023734,0.002167,0.0,0.0,0.078391,0.330948,1.246752,42.0
590,96,480,60,24,12,126.0,12,9996.0,60.0,24.0,1.6370920000000002,0.41251699999999997,1.076514,0.6648649999999999,0.0,0.09725800000000001,0.0,0.0,0.3145440000000001,8.465183,0.23157600000000003,8.465183,1.5967660000000001,12,12,0.23461400000000002,0.407862,0.0054989999999999995,0.023965000000000004,1.2946580000000003,0.330948,1.246752,12.0
591,72,420,60,24,12,75.0,16,18972.0,60.0,24.0,1.4288600000000002,0.044871999999999995,1.02297,0.660351,0.0,0.05595700000000001,0.0,0.0,0.3145440000000001,8.423744,0.23157600000000003,8.423744,1.441675,12,12,0.020843,0.044871999999999995,0.00045500000000000006,0.0,0.183002,0.330948,1.246752,115.0
592,24,384,56,24,12,47.0,48,6177.0,60.0,24.0,1.348475,0.032146,1.0100040000000001,0.6596190000000001,0.0,0.053752,0.0,0.0,0.3145440000000001,8.397105,0.23157600000000003,8.397105,1.361049,12,12,0.021095000000000003,0.032146,0.0,1e-06,0.02691,0.330948,1.249932,120.0
593,10,120,26,2,2,15.0,6,1856.0,6.0,6.0,0.24629800000000002,0.010879,0.17413099999999998,0.11015,0.0,0.009918,0.0,0.0,0.073891,1.406375,0.06504,1.405115,0.24315599999999998,2,1,0.017956,0.010742,0.0,0.0,0.107733,0.055158,0.207792,0.0
594,84,756,60,24,12,125.0,13,6381.0,60.0,24.0,1.686665,1.176669,1.032154,0.952032,0.0,0.194809,0.0,0.0,0.3145440000000001,8.407116,0.23157600000000003,8.407116,1.4361199999999998,12,12,1.1560160000000002,1.175246,0.06625199999999999,1.280285,1.393515,0.330948,1.246752,24.0
595,96,228,60,24,12,136.0,12,14934.0,60.0,24.0,2.457156,0.08761500000000001,1.3967029999999998,0.9020600000000001,0.0,0.103903,0.0,0.0,0.3145440000000001,8.749196999999999,0.23157600000000003,8.749196999999999,2.4510359999999998,12,12,0.113837,0.08698,0.205269,0.0,0.31080100000000005,0.330948,1.246752,24.0
596,72,408,60,24,12,95.0,12,15708.0,60.0,12.0,1.5098949999999998,0.071175,1.021487,0.666264,0.0,0.059004,0.0,0.0,0.3145440000000001,8.449957999999999,0.23157600000000003,8.449957999999999,1.48237,12,12,0.18379800000000002,0.06758,0.056185,0.0,0.6815209999999999,0.330948,1.246752,30.0
597,60,372,60,24,12,131.0,24,348.0,36.0,36.0,2.09717,0.08221300000000001,2.148871,0.6611220000000001,0.000479,0.134176,0.0,0.0,0.3145440000000001,8.59882,0.23157600000000003,8.59882,2.084011,12,12,0.139106,0.08221300000000001,0.0,0.0,0.30131,0.330948,1.246845,36.0
598,84,924,60,24,12,112.0,96,9072.0,60.0,24.0,1.5867560000000003,0.423379,1.012692,0.661207,0.0,0.093887,0.0,0.0,0.3145440000000001,8.450044,0.23157600000000003,8.450044,1.5530059999999999,12,12,0.22648000000000004,0.41965199999999997,0.000949,0.0,0.543983,0.332389,1.2896299999999998,95.0
599,24,444,60,24,12,76.0,48,14988.0,36.0,36.0,1.4428639999999997,0.109752,1.010033,0.659863,0.0,0.061675,0.0,0.0,0.3145440000000001,8.424252,0.23157600000000003,8.424252,1.400243,12,12,0.255725,0.109224,0.0,0.0,0.23474599999999998,0.330948,1.246752,36.0
600,28,63,86,8,7,74.0,14,6377.0,35.0,14.0,0.9661599999999999,0.15915100000000001,0.592336,0.404202,0.0,0.04739,0.830588,0.413407,0.18348400000000004,4.949204,0.195046,4.9184280000000005,0.954993,7,6,0.062447,0.13369899999999998,0.110212,0.220162,0.482777,0.19305299999999997,0.727287,8.0
601,24,132,15,6,3,36.0,6,3825.0,15.0,6.0,0.451031,0.21253500000000003,0.259313,0.172553,0.0,0.03531,0.0,0.0,0.078636,2.122504,0.057894,2.122504,0.418153,3,2,0.15831299999999998,0.210364,0.011893,0.009056,0.26411399999999996,0.082737,0.311688,6.0
602,96,144,60,24,12,77.0,29,9190.0,36.0,36.0,1.445517,0.018792000000000003,1.062384,0.659685,0.000209,0.056045,0.0,0.0,0.3145440000000001,8.429548,0.23157600000000003,8.429548,1.4596000000000002,12,12,0.011583,0.018792000000000003,1.7e-05,0.0,0.055785,0.330948,1.2468400000000002,36.0
603,72,672,60,24,12,113.0,12,12516.0,36.0,12.0,1.583519,0.470803,1.030111,0.6664809999999998,0.0,0.100274,0.0,0.0,0.3145440000000001,8.443954999999999,0.23157600000000003,8.443954999999999,1.506613,12,12,0.402243,0.468938,0.068611,0.0,0.58581,0.330948,1.246752,24.0
604,60,720,48,24,12,93.0,30,10728.0,60.0,12.0,1.5001720000000003,0.002077,1.21625,0.659672,0.0,0.06422900000000001,0.0,0.0,0.3145440000000001,8.442482,0.23157600000000003,8.442482,1.516431,12,12,0.00619,0.00199,0.0,0.0,0.04285,0.330948,1.249691,102.0
605,12,68,26,2,2,16.0,4,288.0,10.0,2.0,0.254298,0.025834,0.17519800000000002,0.110637,0.0,0.011549,0.0,0.0,0.093121,1.4079320000000002,0.069158,1.405543,0.250598,2,1,0.025317999999999997,0.025537999999999998,0.006231,0.0,0.029920000000000002,0.055158,0.207792,0.0
606,24,324,60,24,12,86.0,48,14388.0,36.0,36.0,1.477922,0.11655799999999998,1.014575,0.6630980000000001,0.0,0.06292,0.0,0.0,0.3145440000000001,8.435652,0.23157600000000003,8.435652,1.4414090000000002,12,12,0.22751900000000003,0.11655799999999998,0.0,0.0,2.095155,0.330948,1.246752,12.0
608,96,624,58,24,12,59.0,12,11875.0,60.0,19.0,1.371853,0.019896,1.029039,0.663117,0.0,0.05403,0.0,0.0,0.3145440000000001,8.405133999999999,0.23157600000000003,8.405133999999999,1.342986,12,12,0.202645,0.019896,0.00048800000000000004,0.0020989999999999997,0.135831,0.330948,1.246752,117.0
609,12,360,60,24,12,120.0,12,1332.0,60.0,24.0,1.62394,0.089481,1.014394,0.669859,0.0023910000000000003,0.063064,0.0,0.0,0.3145440000000001,8.487025000000001,0.23157600000000003,8.487025000000001,1.60342,12,12,0.168996,0.089481,0.022317999999999998,0.046582000000000005,0.24607800000000002,0.331142,1.247174,31.0
610,48,732,60,24,12,87.0,108,10272.0,36.0,36.0,1.4789820000000002,0.10847300000000001,1.011884,0.6621679999999999,0.0,0.061848999999999994,0.0,0.0,0.3145440000000001,8.436853,0.23157600000000003,8.436853,1.449783,12,12,0.19581600000000002,0.104826,2e-06,0.0,2.436484,0.330948,1.246752,27.0
611,72,852,46,24,12,107.0,12,10716.0,60.0,12.0,1.564662,0.221722,1.133688,0.667934,0.0,0.08182699999999998,0.0,0.0,0.3145440000000001,8.451592999999999,0.23157600000000003,8.451592999999999,1.5624740000000001,12,12,0.08685799999999999,0.221722,0.099974,0.0,0.27359500000000003,0.330948,1.246752,24.0
612,60,720,60,24,12,85.0,35,13656.0,36.0,36.0,1.47534,0.039407,1.052184,0.6600499999999999,0.0,0.057296,0.0,0.0,0.3145440000000001,8.439096000000001,0.23157600000000003,8.439096000000001,1.479452,12,11,0.059487,0.039407,0.0,0.0,0.22320399999999999,0.330948,1.246752,120.0
